,kepid,koi_disposition
3012,6599975,CONFIRMED
3013,6600492,FALSE POSITIVE
3014,6600515,FALSE POSITIVE
3015,6603043,FALSE POSITIVE
3016,6603756,FALSE POSITIVE
3018,6604328,CONFIRMED
3019,6605493,CONFIRMED
3020,6606282,FALSE POSITIVE
3021,6606438,CONFIRMED
3022,6606653,FALSE POSITIVE
3023,6606669,FALSE POSITIVE
3024,6606934,FALSE POSITIVE
3026,6607357,CONFIRMED
3028,6607610,FALSE POSITIVE
3029,6607644,CONFIRMED
3030,6608090,FALSE POSITIVE
3031,6609270,CONFIRMED
3032,6610064,FALSE POSITIVE
3033,6610219,FALSE POSITIVE
3034,6610433,FALSE POSITIVE
3035,6611330,FALSE POSITIVE
3036,6611779,FALSE POSITIVE
3037,6612284,FALSE POSITIVE
3038,6612327,FALSE POSITIVE
3039,6612411,FALSE POSITIVE
3040,6612973,FALSE POSITIVE
3041,6613006,FALSE POSITIVE
3042,6614629,FALSE POSITIVE
3044,6614926,FALSE POSITIVE
3045,6615511,CONFIRMED
3046,6615600,FALSE POSITIVE
3047,6616218,CONFIRMED
3048,6619815,CONFIRMED
3050,6621116,FALSE POSITIVE
3051,6627507,FALSE POSITIVE
3052,6628237,FALSE POSITIVE
3053,6628740,FALSE POSITIVE
3055,6629156,FALSE POSITIVE
3056,6629332,FALSE POSITIVE
3057,6629588,FALSE POSITIVE
3058,6629993,FALSE POSITIVE
3059,6630943,FALSE POSITIVE
3060,6631721,FALSE POSITIVE
3062,6634133,FALSE POSITIVE
3063,6635813,FALSE POSITIVE
3064,6636020,FALSE POSITIVE
3065,6636320,CONFIRMED
3068,6665223,FALSE POSITIVE
3069,6665512,CONFIRMED
3070,6665695,CONFIRMED
3072,6666233,FALSE POSITIVE
3073,6670075,FALSE POSITIVE
3076,6672229,FALSE POSITIVE
3077,6674908,FALSE POSITIVE
3078,6675056,FALSE POSITIVE
3079,6675060,FALSE POSITIVE
3081,6676725,FALSE POSITIVE
3082,6677256,FALSE POSITIVE
3083,6677267,FALSE POSITIVE
3084,6677415,FALSE POSITIVE
3085,6677841,CONFIRMED
3086,6678383,CONFIRMED
3088,6679504,FALSE POSITIVE
3089,6680177,FALSE POSITIVE
3090,6680911,FALSE POSITIVE
3091,6681233,FALSE POSITIVE
3092,6681473,FALSE POSITIVE
3093,6681546,FALSE POSITIVE
3094,6681618,FALSE POSITIVE
3095,6681687,FALSE POSITIVE
3096,6685403,FALSE POSITIVE
3097,6685526,CONFIRMED
3098,6685609,CONFIRMED
3099,6685646,FALSE POSITIVE
3100,6688318,FALSE POSITIVE
3101,6690082,CONFIRMED
3103,6690523,FALSE POSITIVE
3104,6690836,CONFIRMED
3106,6692742,FALSE POSITIVE
3107,6692833,FALSE POSITIVE
3108,6693640,CONFIRMED
3109,6694186,FALSE POSITIVE
3110,6695622,FALSE POSITIVE
3111,6695801,FALSE POSITIVE
3112,6695889,FALSE POSITIVE
3113,6696462,FALSE POSITIVE
3114,6696580,CONFIRMED
3116,6697716,FALSE POSITIVE
3117,6697756,CONFIRMED
3120,6698670,FALSE POSITIVE
3121,6699368,FALSE POSITIVE
3122,6699562,FALSE POSITIVE
3123,6705026,CONFIRMED
3124,6705137,FALSE POSITIVE
3126,6706287,FALSE POSITIVE
3127,6707260,FALSE POSITIVE
3128,6707833,CONFIRMED
3129,6707835,CONFIRMED
3130,6707908,FALSE POSITIVE
3131,6707942,FALSE POSITIVE
3134,6716545,CONFIRMED
3136,6718474,FALSE POSITIVE
3139,6720773,FALSE POSITIVE
3140,6721123,FALSE POSITIVE
3141,6721380,FALSE POSITIVE
3143,6750902,FALSE POSITIVE
3144,6751874,CONFIRMED
3145,6752002,CONFIRMED
3146,6752502,FALSE POSITIVE
3147,6755944,CONFIRMED
3148,6756202,FALSE POSITIVE
3150,6756669,FALSE POSITIVE
3151,6758917,FALSE POSITIVE
3152,6761777,CONFIRMED
3153,6762188,FALSE POSITIVE
3154,6762829,FALSE POSITIVE
3158,6766583,FALSE POSITIVE
3159,6766634,CONFIRMED
3160,6766748,FALSE POSITIVE
3162,6767337,FALSE POSITIVE
3163,6767840,CONFIRMED
3164,6768394,CONFIRMED
3165,6768616,FALSE POSITIVE
3166,6773862,CONFIRMED
3167,6774408,FALSE POSITIVE
3168,6774537,CONFIRMED
3169,6774826,FALSE POSITIVE
3170,6774880,CONFIRMED
3171,6775985,FALSE POSITIVE
3172,6776401,CONFIRMED
3174,6778008,FALSE POSITIVE
3175,6778019,FALSE POSITIVE
3176,6778289,FALSE POSITIVE
3177,6779260,CONFIRMED
3178,6779726,CONFIRMED
3179,6780158,FALSE POSITIVE
3180,6780367,FALSE POSITIVE
3181,6781047,FALSE POSITIVE
3182,6781535,FALSE POSITIVE
3183,6781548,FALSE POSITIVE
3184,6783732,FALSE POSITIVE
3185,6784235,CONFIRMED
3186,6784887,FALSE POSITIVE
3187,6786037,CONFIRMED
3189,6786348,CONFIRMED
3191,6792124,FALSE POSITIVE
3193,6795089,FALSE POSITIVE
3194,6802536,FALSE POSITIVE
3195,6803202,CONFIRMED
3196,6803855,CONFIRMED
3197,6804648,FALSE POSITIVE
3198,6805146,FALSE POSITIVE
3200,6806632,FALSE POSITIVE
3201,6806695,FALSE POSITIVE
3204,6838050,CONFIRMED
3206,6841577,FALSE POSITIVE
3208,6842682,CONFIRMED
3210,6846544,FALSE POSITIVE
3211,6846911,CONFIRMED
3212,6847018,FALSE POSITIVE
3213,6848529,FALSE POSITIVE
3214,6849046,CONFIRMED
3215,6849310,CONFIRMED
3216,6850504,CONFIRMED
3217,6850665,FALSE POSITIVE
3218,6851425,CONFIRMED
3219,6852354,FALSE POSITIVE
3220,6852488,FALSE POSITIVE
3223,6859801,FALSE POSITIVE
3224,6859813,FALSE POSITIVE
3226,6862332,FALSE POSITIVE
3227,6862603,FALSE POSITIVE
3228,6862721,CONFIRMED
3230,6863161,FALSE POSITIVE
3231,6863187,FALSE POSITIVE
3232,6863839,FALSE POSITIVE
3233,6863840,FALSE POSITIVE
3234,6863998,CONFIRMED
3235,6864569,FALSE POSITIVE
3237,6864859,FALSE POSITIVE
3238,6864885,FALSE POSITIVE
3239,6864891,FALSE POSITIVE
3240,6864893,FALSE POSITIVE
3241,6866228,FALSE POSITIVE
3242,6866251,FALSE POSITIVE
3245,6867555,CONFIRMED
3247,6867766,FALSE POSITIVE
3248,6869184,CONFIRMED
3250,6871071,CONFIRMED
3253,6877673,FALSE POSITIVE
3254,6877871,FALSE POSITIVE
3255,6878167,FALSE POSITIVE
3256,6878240,CONFIRMED
3258,6879171,CONFIRMED
3261,6880123,FALSE POSITIVE
3262,6880517,CONFIRMED
3263,6880531,FALSE POSITIVE
3265,6887321,FALSE POSITIVE
3266,6889235,FALSE POSITIVE
3267,6890618,FALSE POSITIVE
3269,6891366,FALSE POSITIVE
3270,6891512,FALSE POSITIVE
3271,6891513,FALSE POSITIVE
3272,6891543,FALSE POSITIVE
3273,6891637,FALSE POSITIVE
3274,6921944,CONFIRMED
3276,6922244,CONFIRMED
3277,6922710,CONFIRMED
3278,6924203,CONFIRMED
3279,6925263,FALSE POSITIVE
3280,6927629,FALSE POSITIVE
3281,6928906,FALSE POSITIVE
3282,6929016,FALSE POSITIVE
3283,6929285,FALSE POSITIVE
3284,6929841,CONFIRMED
3285,6932987,CONFIRMED
3286,6933567,CONFIRMED
3287,6933781,FALSE POSITIVE
3289,6934291,CONFIRMED
3290,6934587,FALSE POSITIVE
3292,6936909,CONFIRMED
3293,6936966,FALSE POSITIVE
3294,6936977,FALSE POSITIVE
3295,6937402,CONFIRMED
3296,6937529,CONFIRMED
3297,6937692,CONFIRMED
3298,6938264,FALSE POSITIVE
3299,6939670,FALSE POSITIVE
3301,6941084,CONFIRMED
3302,6945786,CONFIRMED
3303,6946199,CONFIRMED
3306,6946985,FALSE POSITIVE
3307,6947062,FALSE POSITIVE
3308,6947164,FALSE POSITIVE
3311,6947837,FALSE POSITIVE
3312,6948054,CONFIRMED
3313,6948480,FALSE POSITIVE
3314,6948815,FALSE POSITIVE
3315,6949061,CONFIRMED
3316,6949550,FALSE POSITIVE
3317,6949607,CONFIRMED
3319,6950275,FALSE POSITIVE
3320,6952570,FALSE POSITIVE
3322,6953219,FALSE POSITIVE
3323,6953281,FALSE POSITIVE
3325,6956014,FALSE POSITIVE
3326,6956136,FALSE POSITIVE
3328,6956216,FALSE POSITIVE
3329,6956233,FALSE POSITIVE
3330,6960445,FALSE POSITIVE
3331,6960446,FALSE POSITIVE
3332,6960456,FALSE POSITIVE
3333,6960487,FALSE POSITIVE
3334,6960913,CONFIRMED
3335,6962018,FALSE POSITIVE
3336,6962109,CONFIRMED
3337,6962901,FALSE POSITIVE
3338,6962977,CONFIRMED
3339,6964043,FALSE POSITIVE
3340,6964159,FALSE POSITIVE
3341,6964929,CONFIRMED
3342,6965293,FALSE POSITIVE
3343,6967278,FALSE POSITIVE
3344,6967430,FALSE POSITIVE
3345,6973796,FALSE POSITIVE
3347,6974867,FALSE POSITIVE
3348,6975129,CONFIRMED
3349,6975615,FALSE POSITIVE
3350,7008149,FALSE POSITIVE
3351,7008211,CONFIRMED
3353,7009828,FALSE POSITIVE
3354,7011044,FALSE POSITIVE
3355,7013635,FALSE POSITIVE
3356,7013923,FALSE POSITIVE
3359,7017437,FALSE POSITIVE
3361,7019489,FALSE POSITIVE
3362,7019524,CONFIRMED
3363,7019580,FALSE POSITIVE
3364,7020168,FALSE POSITIVE
3365,7021177,FALSE POSITIVE
3366,7021534,FALSE POSITIVE
3367,7021681,CONFIRMED
3369,7022603,FALSE POSITIVE
3370,7023960,FALSE POSITIVE
3371,7024045,FALSE POSITIVE
3372,7024222,FALSE POSITIVE
3373,7024511,FALSE POSITIVE
3374,7024530,FALSE POSITIVE
3375,7025526,FALSE POSITIVE
3376,7025540,FALSE POSITIVE
3377,7025846,FALSE POSITIVE
3378,7025851,FALSE POSITIVE
3379,7026477,FALSE POSITIVE
3380,7031066,FALSE POSITIVE
3381,7031126,FALSE POSITIVE
3382,7031132,FALSE POSITIVE
3383,7031208,FALSE POSITIVE
3384,7031340,FALSE POSITIVE
3385,7031430,FALSE POSITIVE
3387,7031638,FALSE POSITIVE
3388,7031726,FALSE POSITIVE
3389,7031732,FALSE POSITIVE
3390,7031742,FALSE POSITIVE
3391,7031767,FALSE POSITIVE
3392,7031898,FALSE POSITIVE
3393,7031942,FALSE POSITIVE
3394,7031948,FALSE POSITIVE
3395,7031992,FALSE POSITIVE
3396,7032001,FALSE POSITIVE
3397,7032117,FALSE POSITIVE
3398,7032174,FALSE POSITIVE
3399,7032383,FALSE POSITIVE
3400,7032421,FALSE POSITIVE
3401,7032568,FALSE POSITIVE
3402,7032687,FALSE POSITIVE
3403,7032968,FALSE POSITIVE
3404,7033233,CONFIRMED
3405,7033671,CONFIRMED
3406,7033713,FALSE POSITIVE
3407,7033748,FALSE POSITIVE
3408,7035812,FALSE POSITIVE
3409,7037540,FALSE POSITIVE
3410,7038096,FALSE POSITIVE
3411,7038988,FALSE POSITIVE
3412,7040629,CONFIRMED
3413,7041972,FALSE POSITIVE
3414,7045435,FALSE POSITIVE
3415,7045496,CONFIRMED
3416,7045605,FALSE POSITIVE
3417,7046035,CONFIRMED
3418,7046804,CONFIRMED
3419,7047207,CONFIRMED
3420,7047299,FALSE POSITIVE
3421,7047363,CONFIRMED
3422,7047824,CONFIRMED
3423,7047922,CONFIRMED
3424,7049486,FALSE POSITIVE
3425,7049771,FALSE POSITIVE
3426,7050060,FALSE POSITIVE
3427,7050754,FALSE POSITIVE
3428,7050989,CONFIRMED
3431,7052511,FALSE POSITIVE
3432,7053328,FALSE POSITIVE
3433,7090524,CONFIRMED
3434,7090801,FALSE POSITIVE
3435,7090867,FALSE POSITIVE
3436,7091432,CONFIRMED
3438,7094486,CONFIRMED
3440,7097534,FALSE POSITIVE
3441,7097571,FALSE POSITIVE
3442,7097965,CONFIRMED
3444,7098355,CONFIRMED
3445,7100673,CONFIRMED
3447,7101828,FALSE POSITIVE
3448,7102227,CONFIRMED
3449,7102316,CONFIRMED
3451,7103919,CONFIRMED
3452,7105574,FALSE POSITIVE
3454,7106437,FALSE POSITIVE
3455,7106438,FALSE POSITIVE
3456,7107561,FALSE POSITIVE
3457,7107567,FALSE POSITIVE
3458,7107802,CONFIRMED
3459,7108433,FALSE POSITIVE
3460,7109675,CONFIRMED
3461,7109680,FALSE POSITIVE
3462,7109851,FALSE POSITIVE
3463,7115200,FALSE POSITIVE
3464,7115291,FALSE POSITIVE
3465,7115332,FALSE POSITIVE
3466,7115384,FALSE POSITIVE
3467,7115463,FALSE POSITIVE
3468,7115550,FALSE POSITIVE
3469,7115597,FALSE POSITIVE
3470,7115661,FALSE POSITIVE
3471,7115671,FALSE POSITIVE
3472,7115785,CONFIRMED
3473,7115878,FALSE POSITIVE
3474,7115925,FALSE POSITIVE
3475,7116024,FALSE POSITIVE
3476,7116043,FALSE POSITIVE
3477,7116117,FALSE POSITIVE
3478,7116226,FALSE POSITIVE
3479,7116236,FALSE POSITIVE
3480,7116282,FALSE POSITIVE
3481,7116519,FALSE POSITIVE
3482,7116859,FALSE POSITIVE
3483,7117003,FALSE POSITIVE
3484,7117050,FALSE POSITIVE
3485,7117126,FALSE POSITIVE
3486,7117147,FALSE POSITIVE
3487,7117355,FALSE POSITIVE
3488,7117485,FALSE POSITIVE
3489,7117513,FALSE POSITIVE
3490,7117541,FALSE POSITIVE
3491,7117549,FALSE POSITIVE
3492,7117710,FALSE POSITIVE
3493,7118364,CONFIRMED
3494,7118545,FALSE POSITIVE
3495,7119080,FALSE POSITIVE
3496,7119481,CONFIRMED
3497,7120108,CONFIRMED
3498,7121885,FALSE POSITIVE
3499,7122259,FALSE POSITIVE
3500,7123580,FALSE POSITIVE
3501,7123614,FALSE POSITIVE
3502,7124026,FALSE POSITIVE
3503,7124613,CONFIRMED
3504,7125636,FALSE POSITIVE
3506,7128918,FALSE POSITIVE
3507,7129465,FALSE POSITIVE
3508,7130418,FALSE POSITIVE
3510,7131760,CONFIRMED
3511,7132015,FALSE POSITIVE
3513,7132542,FALSE POSITIVE
3514,7132798,CONFIRMED
3515,7133286,FALSE POSITIVE
3516,7133294,CONFIRMED
3518,7134976,CONFIRMED
3520,7135852,CONFIRMED
3521,7136729,FALSE POSITIVE
3522,7136958,FALSE POSITIVE
3523,7137213,FALSE POSITIVE
3524,7137725,FALSE POSITIVE
3525,7137798,FALSE POSITIVE
3526,7138841,FALSE POSITIVE
3527,7174349,FALSE POSITIVE
3528,7174351,FALSE POSITIVE
3529,7174617,FALSE POSITIVE
3530,7174911,FALSE POSITIVE
3531,7175184,CONFIRMED
3532,7176424,FALSE POSITIVE
3533,7177553,FALSE POSITIVE
3534,7177555,FALSE POSITIVE
3535,7177766,FALSE POSITIVE
3536,7177892,FALSE POSITIVE
3537,7183745,CONFIRMED
3538,7184556,FALSE POSITIVE
3539,7185487,FALSE POSITIVE
3540,7185710,FALSE POSITIVE
3541,7186259,FALSE POSITIVE
3543,7186665,FALSE POSITIVE
3544,7189825,FALSE POSITIVE
3545,7190639,FALSE POSITIVE
3548,7192680,FALSE POSITIVE
3550,7198648,FALSE POSITIVE
3551,7198881,FALSE POSITIVE
3554,7199644,FALSE POSITIVE
3555,7199724,FALSE POSITIVE
3556,7199756,FALSE POSITIVE
3557,7199774,FALSE POSITIVE
3558,7199883,FALSE POSITIVE
3560,7199935,FALSE POSITIVE
3561,7200102,FALSE POSITIVE
3562,7200225,FALSE POSITIVE
3563,7200301,FALSE POSITIVE
3564,7200485,FALSE POSITIVE
3566,7203179,FALSE POSITIVE
3567,7203194,FALSE POSITIVE
3568,7203326,FALSE POSITIVE
3569,7203858,FALSE POSITIVE
3570,7204073,FALSE POSITIVE
3572,7204981,CONFIRMED
3575,7207061,CONFIRMED
3576,7207081,FALSE POSITIVE
3577,7210749,FALSE POSITIVE
3578,7211141,CONFIRMED
3579,7211221,CONFIRMED
3580,7211469,CONFIRMED
3581,7211879,FALSE POSITIVE
3582,7212066,FALSE POSITIVE
3583,7212184,CONFIRMED
3584,7212722,FALSE POSITIVE
3586,7214090,FALSE POSITIVE
3587,7215603,CONFIRMED
3589,7216284,CONFIRMED
3591,7219761,FALSE POSITIVE
3592,7219825,CONFIRMED
3593,7219906,FALSE POSITIVE
3594,7220320,FALSE POSITIVE
3595,7220322,FALSE POSITIVE
3596,7220429,CONFIRMED
3597,7222086,FALSE POSITIVE
3598,7255336,FALSE POSITIVE
3599,7255910,FALSE POSITIVE
3600,7256460,FALSE POSITIVE
3602,7257363,FALSE POSITIVE
3603,7257373,FALSE POSITIVE
3604,7257966,CONFIRMED
3605,7258902,FALSE POSITIVE
3606,7259249,FALSE POSITIVE
3607,7259298,CONFIRMED
3608,7265298,CONFIRMED
3610,7269493,CONFIRMED
3611,7269881,FALSE POSITIVE
3612,7269974,CONFIRMED
3613,7270230,FALSE POSITIVE
3615,7273277,CONFIRMED
3616,7277317,CONFIRMED
3617,7280953,FALSE POSITIVE
3618,7281217,FALSE POSITIVE
3619,7281229,FALSE POSITIVE
3620,7281356,FALSE POSITIVE
3621,7281399,FALSE POSITIVE
3622,7281410,FALSE POSITIVE
3623,7281411,FALSE POSITIVE
3624,7281454,FALSE POSITIVE
3625,7281484,FALSE POSITIVE
3626,7281616,FALSE POSITIVE
3627,7281668,FALSE POSITIVE
3628,7281694,FALSE POSITIVE
3629,7281699,FALSE POSITIVE
3630,7282008,FALSE POSITIVE
3631,7282042,FALSE POSITIVE
3632,7282154,FALSE POSITIVE
3633,7282168,FALSE POSITIVE
3635,7282872,FALSE POSITIVE
3636,7283710,FALSE POSITIVE
3637,7284688,FALSE POSITIVE
3638,7285616,FALSE POSITIVE
3639,7285673,FALSE POSITIVE
3641,7286173,CONFIRMED
3642,7286911,CONFIRMED
3644,7287391,FALSE POSITIVE
3645,7287415,CONFIRMED
3648,7287995,CONFIRMED
3649,7288306,CONFIRMED
3650,7288444,CONFIRMED
3652,7289157,FALSE POSITIVE
3653,7289162,FALSE POSITIVE
3654,7289165,FALSE POSITIVE
3655,7289317,CONFIRMED
3657,7289577,CONFIRMED
3658,7293937,FALSE POSITIVE
3660,7295235,CONFIRMED
3661,7295570,FALSE POSITIVE
3662,7296086,FALSE POSITIVE
3663,7296094,FALSE POSITIVE
3666,7303253,CONFIRMED
3667,7303287,CONFIRMED
3668,7304449,CONFIRMED
3670,7335713,FALSE POSITIVE
3671,7335972,FALSE POSITIVE
3672,7336093,FALSE POSITIVE
3673,7336754,FALSE POSITIVE
3674,7340624,FALSE POSITIVE
3675,7345136,FALSE POSITIVE
3678,7347246,CONFIRMED
3679,7350067,CONFIRMED
3680,7351237,FALSE POSITIVE
3681,7352727,FALSE POSITIVE
3682,7353970,FALSE POSITIVE
3683,7357531,FALSE POSITIVE
3684,7362450,FALSE POSITIVE
3685,7362534,FALSE POSITIVE
3686,7362632,FALSE POSITIVE
3687,7362696,FALSE POSITIVE
3688,7362852,FALSE POSITIVE
3690,7364176,CONFIRMED
3691,7365447,FALSE POSITIVE
3692,7366036,FALSE POSITIVE
3693,7366065,FALSE POSITIVE
3694,7366258,CONFIRMED
3696,7366895,FALSE POSITIVE
3698,7368103,FALSE POSITIVE
3699,7368137,FALSE POSITIVE
3700,7368664,CONFIRMED
3701,7369523,FALSE POSITIVE
3702,7369865,FALSE POSITIVE
3703,7373451,CONFIRMED
3704,7373877,FALSE POSITIVE
3705,7374746,FALSE POSITIVE
3706,7375100,FALSE POSITIVE
3707,7375348,CONFIRMED
3708,7375795,FALSE POSITIVE
3709,7376490,FALSE POSITIVE
3710,7376500,FALSE POSITIVE
3711,7376982,FALSE POSITIVE
3713,7377033,FALSE POSITIVE
3714,7377200,FALSE POSITIVE
3716,7379385,FALSE POSITIVE
3718,7380829,FALSE POSITIVE
3720,7381695,FALSE POSITIVE
3721,7382313,CONFIRMED
3723,7385387,FALSE POSITIVE
3724,7385478,FALSE POSITIVE
3725,7385509,FALSE POSITIVE
3726,7386200,FALSE POSITIVE
3727,7386391,FALSE POSITIVE
3728,7386827,CONFIRMED
3732,7418173,FALSE POSITIVE
3733,7419318,CONFIRMED
3734,7421876,FALSE POSITIVE
3735,7422883,FALSE POSITIVE
3736,7427764,CONFIRMED
3737,7428316,FALSE POSITIVE
3738,7428736,CONFIRMED
3739,7429240,CONFIRMED
3740,7429287,FALSE POSITIVE
3741,7430034,CONFIRMED
3742,7430876,FALSE POSITIVE
3743,7431665,FALSE POSITIVE
3744,7431709,FALSE POSITIVE
3745,7433585,FALSE POSITIVE
3746,7434875,CONFIRMED
3747,7435780,FALSE POSITIVE
3748,7436177,FALSE POSITIVE
3749,7436215,FALSE POSITIVE
3750,7439316,CONFIRMED
3752,7440748,CONFIRMED
3753,7445445,CONFIRMED
3755,7447200,CONFIRMED
3757,7448023,FALSE POSITIVE
3758,7449136,CONFIRMED
3759,7449541,CONFIRMED
3761,7449844,FALSE POSITIVE
3762,7450747,CONFIRMED
3763,7451315,FALSE POSITIVE
3764,7455287,CONFIRMED
3765,7455553,FALSE POSITIVE
3766,7455981,CONFIRMED
3767,7456001,CONFIRMED
3768,7456380,FALSE POSITIVE
3769,7456521,FALSE POSITIVE
3770,7457278,FALSE POSITIVE
3771,7457296,CONFIRMED
3772,7458309,FALSE POSITIVE
3773,7458433,FALSE POSITIVE
3775,7458762,CONFIRMED
3776,7461307,FALSE POSITIVE
3777,7461314,FALSE POSITIVE
3779,7463685,CONFIRMED
3780,7464205,FALSE POSITIVE
3782,7466863,FALSE POSITIVE
3783,7468295,FALSE POSITIVE
3784,7470491,FALSE POSITIVE
3786,7499571,FALSE POSITIVE
3788,7503885,CONFIRMED
3790,7504778,CONFIRMED
3791,7509886,CONFIRMED
3792,7510820,CONFIRMED
3793,7512982,CONFIRMED
3794,7515212,CONFIRMED
3796,7515670,FALSE POSITIVE
3797,7515679,CONFIRMED
3798,7515762,CONFIRMED
3799,7516073,FALSE POSITIVE
3800,7516809,FALSE POSITIVE
3801,7517261,CONFIRMED
3802,7522911,CONFIRMED
3803,7523542,FALSE POSITIVE
3804,7529266,CONFIRMED
3805,7531677,FALSE POSITIVE
3806,7532973,CONFIRMED
3807,7534267,CONFIRMED
3809,7537945,FALSE POSITIVE
3810,7538434,FALSE POSITIVE
3811,7538450,FALSE POSITIVE
3812,7539174,FALSE POSITIVE
3814,7541502,FALSE POSITIVE
3815,7541746,FALSE POSITIVE
3816,7542369,FALSE POSITIVE
3817,7542813,CONFIRMED
3818,7543649,FALSE POSITIVE
3819,7549209,CONFIRMED
3820,7550875,FALSE POSITIVE
3821,7552344,FALSE POSITIVE
3822,7552701,FALSE POSITIVE
3823,7581535,FALSE POSITIVE
3824,7582689,CONFIRMED
3827,7584650,CONFIRMED
3828,7584778,FALSE POSITIVE
3829,7585481,CONFIRMED
3830,7588436,FALSE POSITIVE
3831,7592339,FALSE POSITIVE
3834,7593110,FALSE POSITIVE
3835,7595157,CONFIRMED
3836,7596240,CONFIRMED
3837,7597005,FALSE POSITIVE
3838,7597703,FALSE POSITIVE
3839,7598111,FALSE POSITIVE
3840,7598128,FALSE POSITIVE
3841,7598326,FALSE POSITIVE
3842,7599004,FALSE POSITIVE
3843,7601633,FALSE POSITIVE
3845,7601918,FALSE POSITIVE
3846,7602070,FALSE POSITIVE
3848,7603200,CONFIRMED
3849,7604328,CONFIRMED
3850,7605093,CONFIRMED
3851,7605600,FALSE POSITIVE
3852,7609553,CONFIRMED
3854,7610663,CONFIRMED
3855,7612691,FALSE POSITIVE
3856,7613246,FALSE POSITIVE
3858,7618231,FALSE POSITIVE
3859,7618364,FALSE POSITIVE
3861,7619667,FALSE POSITIVE
3862,7620413,CONFIRMED
3863,7620660,FALSE POSITIVE
3864,7620844,FALSE POSITIVE
3865,7622059,FALSE POSITIVE
3866,7622072,FALSE POSITIVE
3867,7622473,FALSE POSITIVE
3868,7622486,FALSE POSITIVE
3869,7624297,FALSE POSITIVE
3872,7626370,CONFIRMED
3873,7626506,CONFIRMED
3874,7629518,CONFIRMED
3876,7630658,FALSE POSITIVE
3878,7631194,FALSE POSITIVE
3879,7658229,FALSE POSITIVE
3880,7659389,CONFIRMED
3881,7661065,FALSE POSITIVE
3882,7661409,FALSE POSITIVE
3884,7662209,FALSE POSITIVE
3886,7662744,FALSE POSITIVE
3887,7663405,CONFIRMED
3888,7663691,CONFIRMED
3889,7663804,FALSE POSITIVE
3890,7664272,FALSE POSITIVE
3892,7668648,FALSE POSITIVE
3893,7668663,CONFIRMED
3894,7670485,FALSE POSITIVE
3895,7670617,FALSE POSITIVE
3896,7670943,CONFIRMED
3897,7671594,FALSE POSITIVE
3899,7672097,CONFIRMED
3901,7672940,FALSE POSITIVE
3902,7673192,CONFIRMED
3903,7673841,CONFIRMED
3904,7674050,FALSE POSITIVE
3905,7676423,CONFIRMED
3906,7677005,FALSE POSITIVE
3907,7678434,CONFIRMED
3908,7679812,CONFIRMED
3909,7681230,FALSE POSITIVE
3910,7684873,FALSE POSITIVE
3911,7685981,CONFIRMED
3912,7686191,FALSE POSITIVE
3914,7690521,FALSE POSITIVE
3916,7690844,CONFIRMED
3917,7690855,FALSE POSITIVE
3918,7691260,CONFIRMED
3919,7691527,FALSE POSITIVE
3920,7692093,FALSE POSITIVE
3922,7694615,FALSE POSITIVE
3923,7695087,FALSE POSITIVE
3924,7695093,FALSE POSITIVE
3925,7695445,FALSE POSITIVE
3927,7697568,FALSE POSITIVE
3928,7698701,FALSE POSITIVE
3929,7699298,FALSE POSITIVE
3931,7700561,FALSE POSITIVE
3932,7700578,FALSE POSITIVE
3933,7700590,FALSE POSITIVE
3934,7700622,CONFIRMED
3935,7700871,FALSE POSITIVE
3936,7701809,FALSE POSITIVE
3937,7703882,CONFIRMED
3938,7703910,FALSE POSITIVE
3939,7703955,CONFIRMED
3940,7707736,FALSE POSITIVE
3941,7707742,FALSE POSITIVE
3942,7708193,FALSE POSITIVE
3943,7708215,FALSE POSITIVE
3945,7731281,CONFIRMED
3946,7732285,FALSE POSITIVE
3947,7732791,FALSE POSITIVE
3948,7733540,FALSE POSITIVE
3950,7741048,FALSE POSITIVE
3951,7741837,FALSE POSITIVE
3952,7742408,CONFIRMED
3953,7743464,FALSE POSITIVE
3957,7747197,FALSE POSITIVE
3958,7747425,CONFIRMED
3959,7747457,CONFIRMED
3960,7747835,FALSE POSITIVE
3963,7749318,FALSE POSITIVE
3964,7749773,CONFIRMED
3965,7750342,FALSE POSITIVE
3967,7750740,FALSE POSITIVE
3968,7751133,FALSE POSITIVE
3969,7751294,FALSE POSITIVE
3970,7751562,FALSE POSITIVE
3971,7751571,FALSE POSITIVE
3972,7755636,CONFIRMED
3973,7755741,FALSE POSITIVE
3975,7757698,FALSE POSITIVE
3977,7761545,CONFIRMED
3978,7761585,FALSE POSITIVE
3979,7761918,CONFIRMED
3981,7762717,FALSE POSITIVE
3982,7762723,CONFIRMED
3983,7762886,FALSE POSITIVE
3984,7763269,FALSE POSITIVE
3985,7764367,CONFIRMED
3986,7765528,CONFIRMED
3987,7767162,CONFIRMED
3988,7767559,FALSE POSITIVE
3989,7767733,FALSE POSITIVE
3992,7768952,FALSE POSITIVE
3993,7769072,FALSE POSITIVE
3994,7769815,FALSE POSITIVE
3995,7769819,CONFIRMED
3996,7770450,FALSE POSITIVE
3997,7770471,FALSE POSITIVE
4001,7773179,FALSE POSITIVE
4002,7777365,FALSE POSITIVE
4003,7777372,FALSE POSITIVE
4004,7777397,FALSE POSITIVE
4005,7777416,FALSE POSITIVE
4006,7777471,FALSE POSITIVE
4007,7777522,FALSE POSITIVE
4008,7777818,FALSE POSITIVE
4010,7778437,CONFIRMED
